[201.426, 40.653, 35.403, 60.836, 78.611, 59.047, 76.095]
[187.378, 41.573, 36.403, 60.457, 75.798, 58.637, 76.545]
[190.846, 41.036, 34.013, 61.56, 74.635, 57.829, 74.923]
[191.138, 41.355, 37.463, 64.6, 79.152, 58.729, 78.143]
[38.465, 179.95, 32.372, 57.594, 68.761, 52.117, 70.847]
[55.751, 238.523, 48.302, 79.894, 100.217, 73.869, 97.331]
[26.428, 122.635, 22.675, 43.074, 46.022, 33.906, 42.721]
[27.004, 125.107, 23.58, 45.633, 48.708, 13.664, 45.392]
[159.317, 33.898, 29.225, 55.978, 58.844, 43.487, 54.24]
[151.505, 31.837, 27.069, 54.576, 57.861, 42.805, 53.015]
[130.464, 28.065, 24.448, 48.329, 51.914, 38.648, 48.879]
[133.565, 27.94, 24.449, 47.131, 51.844, 37.999, 48.41]
[137.57, 28.637, 24.981, 49.711, 52.166, 39.19, 48.23]
[146.622, 32.772, 27.733, 55.899, 60.012, 44.812, 53.215]
[162.061, 35.203, 29.742, 60.062, 72.72, 47.65, 64.248]
[146.048, 32.049, 28.355, 55.365, 60.166, 44.155, 54.404]
[149.435, 32.502, 29.107, 56.744, 59.808, 45.329, 54.176]
[133.559, 29.64, 25.403, 48.234, 53.104, 38.523, 48.584]
[150.515, 33.268, 28.504, 55.666, 58.673, 44.14, 54.086]
[151.882, 32.26, 28.398, 56.503, 60.414, 45.92, 56.972]
[156.431, 32.947, 28.202, 55.435, 58.003, 43.242, 52.231]
[146.212, 30.667, 27.36, 53.222, 56.059, 41.722, 42.315]
[142.337, 31.744, 27.703, 54.78, 59.768, 41.82, 48.308]
[159.496, 34.474, 30.066, 59.602, 64.516, 46.706, 58.334]
[162.363, 34.874, 29.864, 58.567, 63.123, 46.016, 56.62]
[158.121, 34.331, 30.74, 59.185, 62.751, 46.062, 56.01]
[166.433, 37.692, 35.413, 61.084, 64.448, 47.978, 60.348]
[140.039, 30.152, 26.077, 51.285, 68.774, 51.865, 66.48]
[125.776, 27.336, 23.699, 46.327, 50.277, 37.142, 46.798]
[119.469, 26.219, 22.406, 44.677, 47.605, 35.234, 44.318]
[132.143, 28.98, 25.643, 48.479, 52.369, 38.342, 48.063]
[140.836, 30.606, 28.206, 54.605, 54.785, 40.916, 16.397]
[131.896, 28.467, 24.489, 14.462, 50.351, 36.569, 46.831]
[131.067, 28.458, 24.58, 47.688, 52.443, 38.255, 46.47]
[127.826, 27.436, 23.631, 40.43, 48.666, 35.728, 47.83]
[138.118, 30.382, 25.818, 43.315, 51.837, 39.233, 122.721]
[125.985, 27.997, 22.329, 39.845, 47.488, 36.669, 45.646]
[171.541, 109.117, 80.155, 25.018, 134.421, 90.946, 258.662]
[112.336, 23.42, 19.587, 36.473, 42.677, 31.313, 41.792]
[116.05, 23.755, 20.607, 37.768, 44.411, 32.907, 43.3]
[101.85, 22.453, 19.52, 36.358, 41.437, 31.32, 39.512]
[105.509, 22.358, 18.478, 36.939, 41.014, 30.232, 33.352]
[104.43, 21.164, 19.385, 36.124, 40.488, 29.735, 39.107]
[103.093, 22.202, 18.696, 36.505, 41.03, 29.565, 32.797]
[104.472, 21.413, 19.891, 36.067, 40.702, 38.604, 39.656]
[103.638, 22.782, 19.563, 35.673, 40.068, 29.177, 38.773]
[102.024, 22.406, 19.498, 35.337, 40.455, 29.193, 38.687]
[103.009, 22.332, 20.291, 36.046, 41.998, 30.611, 39.195]
[106.936, 23.24, 20.103, 37.322, 42.216, 30.011, 38.852]
[107.491, 22.473, 20.033, 35.894, 41.314, 29.959, 38.815]
[105.196, 22.945, 19.272, 35.614, 41.001, 29.052, 38.276]
[104.453, 21.094, 18.651, 36.913, 40.839, 30.242, 35.371]
[103.987, 21.362, 19.26, 36.483, 41.759, 30.594, 41.001]
[106.328, 22.06, 19.519, 37.281, 43.706, 31.398, 33.951]
[100.827, 22.207, 19.134, 36.932, 41.373, 29.425, 38.227]
[105.346, 21.915, 20.141, 37.197, 41.756, 30.065, 39.407]
[100.99, 22.514, 22.205, 39.791, 44.514, 33.529, 43.524]
[113.343, 27.471, 19.917, 36.878, 44.371, 31.1, 40.69]
[112.978, 22.813, 20.392, 37.575, 42.147, 29.192, 38.348]
[107.318, 23.356, 21.026, 39.726, 43.795, 31.456, 42.925]
[111.512, 24.083, 21.897, 41.031, 45.832, 35.6, 43.23]
[116.7, 25.08, 20.354, 38.506, 43.93, 31.452, 42.174]
[111.857, 22.907, 20.506, 39.379, 45.276, 32.83, 42.824]
[115.283, 23.48, 21.851, 40.602, 44.836, 33.287, 42.576]
[114.164, 25.027, 21.018, 40.795, 45.889, 33.838, 43.899]
[116.845, 24.073, 22.764, 41.03, 46.856, 33.206, 42.548]
[119.307, 26.073, 19.854, 36.424, 40.995, 30.361, 39.689]
[104.384, 22.74, 19.483, 37.076, 42.266, 30.03, 39.815]
[107.62, 22.315, 19.069, 35.166, 41.503, 30.312, 40.332]
[105.677, 21.754, 19.72, 36.823, 42.097, 31.351, 40.152]
[107.19, 22.586, 20.18, 36.836, 41.96, 30.6, 40.159]
[106.84, 23.114, 19.306, 36.821, 41.351, 30.052, 40.405]
[105.29, 22.112, 19.134, 36.153, 42.43, 31.004, 41.335]
[108.036, 21.915, 20.531, 37.89, 43.078, 31.572, 39.709]
[109.688, 23.516, 19.047, 49.858, 45.69, 35.032, 38.72]
[106.942, 22.748, 20.015, 37.681, 42.005, 30.165, 40.563]
[106.955, 22.924, 20.448, 37.784, 44.527, 31.996, 41.973]
[113.377, 23.42, 20.821, 41.59, 47.516, 34.988, 37.687]
[120.986, 23.848, 22.828, 43.423, 49.152, 36.718, 48.927]
[125.154, 26.146, 21.918, 42.42, 48.703, 36.74, 46.964]
[93.956, 21.567, 19.305, 35.816, 42.483, 31.069, 39.749]
[108.173, 22.111, 18.866, 35.309, 39.581, 29.067, 37.706]
[100.782, 21.609, 19.765, 37.389, 42.753, 31.532, 40.717]
[108.86, 22.638, 19.86, 38.336, 43.492, 31.523, 40.238]
[110.742, 22.747, 19.948, 37.574, 43.441, 31.214, 40.661]
[110.612, 22.848, 19.402, 35.938, 41.307, 30.834, 38.397]
[106.625, 24.038, 19078.614, 258.186, 65.43, 45.7, 56.936]
[106.625, 24.038, 19.122, 36.167, 40.545, 30.272, 39.929]
[103.237, 21.901, 19.439, 35.903, 40.547, 30.138, 39.43]
[103.242, 22.22, 19.755, 36.577, 42.455, 30.667, 40.812]
[108.1, 22.626, 20.727, 37.585, 42.348, 31.869, 90.079]
[106.942, 22.805, 19.331, 35.97, 41.413, 30.833, 40.97]
[105.448, 22.141, 20.481, 37.382, 42.959, 31.241, 40.655]
[109.385, 23.458, 20.557, 38.171, 42.73, 31.108, 41.201]
[108.802, 23.545, 19.345, 36.848, 42.602, 31.929, 41.039]
[108.475, 22.157, 23.168, 42.161, 48.473, 34.845, 45.999]
[123.425, 26.536, 20.882, 39.972, 45.346, 33.438, 43.142]
[115.463, 23.917, 21.507, 39.715, 45.817, 32.821, 43.408]
[116.661, 24.633, 21.385, 39.188, 45.172, 33.507, 43.783]
[115.02, 24.493, 20.732, 37.839, 44.411, 32.639, 42.93]
[113.081, 24.292, 19.998, 37.27, 43.011, 31.256, 41.174]
[109.517, 22.905, 19.688, 37.139, 41.976, 30.879, 40.471]
[125.432, 22.978, 20.048, 36.358, 41.875, 31.099, 41.025]
[106.624, 22.963, 19.854, 37.108, 41.549, 30.626, 40.091]
[105.793, 22.74, 19.558, 37.074, 42.384, 31.336, 40.95]
[107.919, 22.401, 20.187, 36.791, 42.679, 30.895, 40.983]
[108.671, 23.121, 19.828, 36.348, 41.539, 31.445, 41.696]
[105.768, 22.71, 19.731, 37.031, 42.057, 31.788, 40.921]
[105.768, 22.71, 20.38, 37.456, 43.726, 33.064, 43.086]
[151.9, 219.341, 166.58, 129.389, 155.214, 145.957, 171.815]
[111.336, 23.342, 19.14, 36.228, 41.474, 30.312, 39.624]
[101.85, 22.348, 19.0, 36.527, 41.516, 30.492, 39.994]
[105.709, 21.762, 20.869, 40.567, 47.594, 34.928, 47.988]
[121.186, 23.903, 20.145, 37.737, 42.523, 31.328, 42.101]
[108.274, 23.073, 20.204, 37.418, 43.259, 31.802, 41.296]
[110.148, 23.14, 20.518, 38.115, 44.683, 32.355, 42.74]
[113.774, 23.501, 21.156, 39.331, 44.676, 33.545, 43.585]
[113.757, 24.232, 20.848, 39.882, 45.843, 33.757, 44.793]
[114.984, 24.421, 20.998, 39.057, 45.553, 33.907, 45.134]
[115.989, 24.05, 21.371, 39.372, 45.248, 34.554, 44.239]
[115.213, 24.477, 21.437, 39.206, 47.31, 34.246, 45.343]
[120.462, 24.553, 21.351, 38.628, 44.197, 33.118, 44.882]
[112.536, 24.455, 20.988, 38.583, 45.315, 33.973, 44.521]
[115.384, 24.038, 20.835, 40.229, 45.92, 34.431, 45.072]
[116.924, 23.863, 22.254, 40.319, 46.15, 34.231, 46.038]
[117.509, 25.489, 20.623, 38.839, 44.525, 32.681, 43.548]
[113.372, 23.62, 20.694, 38.594, 44.264, 32.569, 43.93]
[120.349, 25.109, 22.179, 41.119, 48.167, 35.349, 45.772]
[115.819, 25.24, 22.095, 41.355, 46.694, 35.19, 46.432]
[118.894, 25.307, 22.649, 41.075, 46.448, 35.637, 46.391]
[118.269, 25.941, 21.203, 39.39, 45.378, 34.408, 44.674]
[115.544, 24.285, 20.817, 39.177, 45.23, 33.675, 43.844]
[115.166, 23.843, 20.714, 39.908, 44.23, 33.431, 43.978]
[112.62, 23.725, 21.007, 39.503, 46.704, 34.157, 44.06]
[118.919, 24.061, 21.164, 39.068, 46.172, 34.373, 45.604]
[117.564, 24.24, 20.88, 40.084, 45.348, 33.931, 46.125]
[115.467, 23.915, 21.867, 39.813, 46.569, 33.788, 43.908]
[133.161, 27.549, 24.729, 46.493, 53.606, 40.199, 51.996]
[136.493, 28.323, 23.775, 45.418, 52.843, 38.474, 57.889]
[134.552, 27.231, 23.766, 44.07, 50.806, 36.895, 47.616]
[129.363, 27.221, 22.523, 43.472, 49.277, 35.415, 48.107]
[125.47, 25.797, 22.944, 42.039, 48.395, 36.54, 47.755]
[123.225, 26.278, 23.455, 42.487, 49.097, 37.363, 48.117]
[125.012, 26.864, 23.908, 44.364, 51.207, 37.501, 49.593]
[130.386, 27.384, 23.2, 43.465, 50.806, 37.807, 50.033]
[135.342, 27.007, 23.769, 43.303, 50.706, 38.448, 50.586]
[129.11, 27.224, 23.965, 43.277, 50.348, 36.768, 49.605]
[128.198, 27.211, 23.182, 42.769, 50.01, 36.832, 48.234]
[127.338, 26.552, 23.027, 43.006, 50.11, 37.907, 48.53]
[127.591, 26.374, 22.8, 42.771, 49.01, 36.341, 46.843]
[107.879, 22.636, 19.845, 35.498, 41.649, 30.08, -39.309]
[106.048, 22.201, 18.566, 36.28, 41.95, 31.24, 35.57]
[106.815, 21.264, 19.478, 36.662, 41.519, 30.513, 39.432]
[105.717, 22.309, 19.798, 36.417, 41.76, 30.475, 40.42]
[106.331, 22.675, 19.091, 36.095, 41.45, 29.786, 38.729]
[105.543, 21.866, 20.104, 36.629, 42.29, 31.013, 40.676]
[107.68, 21.486, 19.471, 35.555, 41.166, 30.108, 39.326]
[104.818, 22.301, 19.902, 36.118, 41.582, 30.574, 40.671]
[105.879, 22.795, 19.387, 35.886, 42.057, 30.152, 40.261]
[107.088, 22.205, 19.95, 36.228, 41.35, 30.93, 39.208]
[105.289, 22.849, 19.942, 35.901, 42.327, 31.194, 40.411]
[107.775, 22.841, 20.656, 38.671, 44.091, 31.67, 42.521]
[88.012, 24.297, 20.767, 35.367, 44.511, 32.97, 44.377]
[113.336, 23.786, 20.653, 35.875, 44.801, 31.675, 42.602]
[114.074, 23.655, 20.397, 35.882, 44.228, 32.612, 41.692]
[114.931, 23.923, 21.342, 36.491, 44.842, 32.582, 67.141]
[114.179, 24.444, 21.127, 35.745, 44.824, 33.097, 43.558]
[114.133, 24.198, 21.543, 36.873, 44.649, 32.359, 43.033]
[113.689, 22.488, 20.589, 35.832, 43.495, 31.788, 42.988]
[110.749, 23.582, 20.502, 34.77, 44.469, 31.324, 42.984]
[23.113, 107.177, 19.608, 39.913, 42.337, 29.829, 39.142]
[107.8, 22.458, 21.04, 38.255, 43.88, 31.931, 41.769]
[111.729, 24.098, 20.402, 37.56, 43.995, 32.458, 43.641]
[112.021, 23.367, 20.818, 37.709, 43.53, 32.222, 43.336]
[110.839, 23.844, 19.352, 36.141, 42.029, 31.453, 42.731]
[107.017, 22.165, 20.895, 37.156, 42.839, 32.276, 42.706]
[109.078, 23.933, 20.663, 38.315, 43.725, 32.846, 43.875]
[111.335, 25.304, 21.342, 39.853, 45.608, 33.439, 44.191]
[116.13, 24.444, 25.792, 48.121, 55.543, 43.281, 58.357]
[141.425, 29.541, 21.25, 37.666, 44.916, 33.189, 44.73]
[26.782, 118.335, 22.254, 38.85, 46.997, 34.869, 46.235]
[114.366, 24.798, 21.287, 37.848, 44.106, 33.546, 44.374]
[112.306, 24.381, 21.64, 38.379, 44.929, 33.029, 44.393]
[114.402, 24.786, 23.172, 40.114, 47.954, 34.418, 46.591]
[122.102, 26.54, 21.137, 38.582, 45.392, 33.367, 44.49]
[115.578, 23.231, 20.232, 35.339, 41.791, 31.008, 40.792]
[106.411, 23.173, 20.864, 36.571, 43.038, 31.369, 42.673]
[104.299, 23.111, 19.927, 35.419, 42.273, 30.549, 40.973]
[107.637, 22.995, 19.924, 35.173, 41.331, 30.688, 40.965]
[105.239, 22.82, 20.541, 36.168, 41.912, 32.059, 42.612]
[106.719, 23.556, 20.215, 36.334, 41.903, 31.385, 42.151]
[106.696, 23.153, 20.429, 36.156, 42.763, 31.35, 42.657]
[108.885, 23.032, 20.28, 36.577, 42.366, 31.862, 43.558]
[107.875, 23.228, 19.913, 35.987, 42.426, 31.277, 41.592]
[108.027, 22.807, 19.144, 33.947, 41.535, 30.702, 41.128]
[105.76, 21.926, 20.339, 35.822, 42.933, 31.427, 41.715]
[109.318, 23.296, 19.221, 33.57, 41.236, 30.368, 40.949]
[107.612, 22.817, 19.619, 33.336, 41.071, 30.672, 39.77]
[109.636, 22.938, 19.957, 33.252, 39.787, 30.133, 40.878]
[101.309, 22.858, 19.147, 33.085, 40.092, 29.564, 40.599]
[102.083, 21.93, 19.12, 33.98, 39.555, 29.767, 40.292]
[100.716, 21.899, 19.039, 32.605, 39.497, 29.62, 39.529]
[100.568, 22.5, 19.626, 34.093, 40.879, 31.142, 41.826]
[104.089, 22.478, 19.267, 34.532, 41.463, 30.124, 41.618]
[105.574, 22.067, 19.519, 34.202, 40.248, 30.027, 40.286]
[102.48, 22.357, 19.482, 33.823, 40.215, 30.039, 40.535]
[114.634, 23.271, 21.057, 36.161, 43.11, 31.156, 41.38]
[111.874, 23.855, 20.424, 34.974, 42.812, 31.781, 44.151]
[109.009, 23.393, 19.171, 33.392, 40.283, 29.829, 40.526]
[102.571, 21.957, 19.988, 34.313, 41.139, 31.07, 41.215]
[100.423, 21.764, 18.736, 32.774, 39.7, 29.265, 39.031]
[101.085, 21.459, 19.406, 33.741, 39.945, 29.217, 39.981]
[101.709, 22.227, 19.487, 33.62, 40.152, 29.967, 40.373]
[106.665, 22.825, 20.171, 34.789, 41.986, 31.12, 42.691]
[106.907, 23.102, 19.966, 34.153, 41.489, 30.88, 41.367]
[105.641, 22.868, 19.372, 33.55, 40.704, 29.848, 40.174]
[103.641, 22.722, 19.487, 34.332, 40.006, 30.174, 40.24]
[101.865, 22.319, 19.044, 33.576, 41.073, 30.337, 39.643]
[107.857, 22.952, 20.061, 34.864, 42.631, 31.435, 41.44]
[108.548, 22.977, 19.566, 34.098, 40.364, 30.262, 41.727]
[102.776, 23.36, 19.945, 35.266, 41.839, 30.44, 41.668]
[103.704, 22.409, 19.442, 32.866, 39.498, 29.678, 40.312]
[100.57, 23.438, 20.024, 34.996, 42.007, 31.473, 42.655]
[106.959, 22.935, 19.214, 33.926, 39.861, 29.361, 40.811]
[101.496, 22.006, 20.082, 34.696, 41.131, 30.679, 41.468]
[108.544, 23.952, 21.463, 36.917, 45.204, 32.072, 44.55]
[115.099, 27.873, 24.278, 40.971, 49.563, 35.227, 50.637]
[126.2, 27.807, 21.894, 38.34, 45.215, 32.76, 44.85]
[115.128, 25.076, 25.833, 44.673, 53.097, 38.649, 50.838]
[135.197, 29.588, 19.825, 35.107, 39.44, 29.496, 38.591]
[100.424, 22.706, 18.953, 31.59, 36.641, 28.044, 36.543]
[93.298, 21.708, 18.622, 31.746, 37.865, 27.596, 36.429]
[96.413, 21.604, 18.479, 31.716, 37.56, 28.131, 36.694]
