0.252734402364537,-0.488620106237234,0.771829563282033,0,0.171889837354688,-0.183452534004668,0.159847193721145,-0.113590339056368
0.459073879965561,-0.594491800844239,0.577736961861636,0.229575257698279,-0.0819102496661056,-0.0296303432685549,0.112084406987456,-0.170867536067239
0.686627481548816,-0.547550219757274,0.356694356032285,0.176805849768214,-0.184298072173966,0.156637651687759,-0.10834737170254,0
-0.441978751544633,0.708758677978447,0,0,0,0.336587014751089,-0.353982738211038,0.252430826411627
-0.57127187407814,0.426287791301591,0.435842864165897,0,0.388469364839278,-0.0917600547032138,-0.188763663238447,0.327120905802675
-0.606934618321371,0.112836914075778,0.56334754996326,0.29688171022554,0.211905532778912,-0.283215924673935,0.086044558804139,0.28439428102174
-0.531135908074029,-0.241011898501613,0.598794215093879,0.387803568069293,-0.0867439013407885,-0.191831637843237,0.326401456492484,0
0,-0.650292888626919,0.524840103490498,0.34055692878616,-0.352199702278483,0.24827076497249,0,0
0.512245256439714,0,0,0,0,0,0.858308154838581,-0.0301978243024735
0.418403861533241,0.233036886637579,0,0,0,0.698041379214653,0.516742555322149,-0.127856883051236
0.334007797418113,0.303753359547453,0.0827284709141297,0,0.462782671482936,0.71198651435734,0.214780755027218,-0.148678571240399
0.246967179500439,0.337319588624942,0.150423702934799,0.23273949220872,0.669773630840808,0.536410744376946,-0.0101264129819743,-0.109507982579888
0.150362052523185,0.336196227390632,0.225841511579953,0.455787474230141,0.724622494126628,0.257684065572473,-0.11890291496535,0
0,0.282167923073808,0.311332307669959,0.690503072752587,0.587893421232845,-0.0322535142192014,0,0
0,0,0.404428083228875,0.8938798203287,0.193434206656809,0,0,0
0,0,0,0,0,0,0,1
-0.370357076572609,0,0,0,0,0,0.252482760649502,0.893917273245907
-0.359684271679092,-0.206801969290107,0,0,0,0.00594186496789847,0.554881581160838,0.721062615404213
-0.313388830389008,-0.294905174004189,-0.083873225557673,0,-0.0762826356712983,0.226482690681948,0.701916221047936,0.507921086699312
-0.245171308700379,-0.346500829264129,-0.161280959438846,-0.0706312958450709,-0.00327752571154914,0.480805881916856,0.692611477544798,0.279163356821272
-0.155785220688368,-0.359677722398589,-0.25141645927047,-0.102984767880368,0.182844078872803,0.687000906454311,0.516860329266888,0
0,-0.313190538719982,-0.357541273891741,-0.0850087335217631,0.47970406754471,0.732620943412243,0,0
0,0,-0.486702507318499,0.0312868472226171,0.873007332478229,0,0,0
0,0,0,1,0,0,0,0
